main,conditional,pos_influence,neg_influence,pct_pos,occurance count,count,significance
value.Reading Comprehension,high value.Reading Comprehension,0.0,-0.00825688073394495,0.0,0.4,10,***
value.Reading Comprehension,high value.Active Listening,0.0,-0.08280142942812249,0.0,2.888888888888889,9,***
value.Reading Comprehension,high value.Writing,0.056494940702861485,-0.012068965517241377,0.3,1.5,10,***
value.Reading Comprehension,high value.Speaking,0.03772455089820359,-0.04978191019054923,0.1,3.5,10,***
value.Reading Comprehension,high value.Mathematics Skill,0.0823794990937277,-0.012614165987418238,0.3,1.6,10,***
value.Reading Comprehension,high value.Science,0.08182363959806216,0.0,0.8,4.0,10,***
value.Reading Comprehension,high value.Critical Thinking,0.09704737212662123,-0.026734594856865603,0.5555555555555556,3.0,9,***
value.Reading Comprehension,high value.Active Learning,0.008938746438746436,0.0,0.1,0.6,10,***
value.Reading Comprehension,high value.Learning Strategies,0.06787602636653749,-0.0058826632900707025,0.375,2.25,8,***
value.Reading Comprehension,high value.Monitoring,0.002985074626865674,-0.08233193285536955,0.1,4.4,10,***
value.Reading Comprehension,high value.Social Perceptiveness,0.004370629370629374,-0.038729822411870306,0.2,1.9,10,***
value.Reading Comprehension,high value.Coordination,0.013243486073674765,-0.014561204307376743,0.2,2.5,10,***
value.Reading Comprehension,high value.Persuasion,0.06457459648737336,-0.060203698221727706,0.4,15.6,5,**
value.Reading Comprehension,high value.Complex Problem Solving,0.07902310888962723,-0.0790789234942933,0.5,5.125,8,***
value.Reading Comprehension,high value.Operations Analysis,0.0,-0.015795266923500265,0.0,0.5,10,***
value.Reading Comprehension,high value.Technology Design,0.0076388888888888964,-0.038258235495733275,0.1,2.6,10,***
value.Reading Comprehension,high value.Installation,0.0,0.0,0.0,0.0,10,***
value.Reading Comprehension,high value.Programming,0.004188481675392674,0.0,0.1,0.5,10,***
value.Reading Comprehension,high value.Operation Monitoring,0.0564285714285714,-0.004426002766251733,0.2,0.6,10,***
value.Reading Comprehension,high value.Operation and Control,0.05904549504205862,-0.008268396853341643,0.3333333333333333,3.4444444444444446,9,***
value.Reading Comprehension,high value.Equipment Maintenance,0.013749999999999995,-0.015648854961832055,0.1,0.5,10,***
value.Reading Comprehension,high value.Troubleshooting,0.015280100036891536,-0.017475520844009867,0.3,1.7,10,***
value.Reading Comprehension,high value.Repairing,0.0288449848024316,0.0,0.2,0.7,10,***
value.Reading Comprehension,high value.Quality Control Analysis,0.0,-0.003016591251885372,0.0,0.4,10,***
value.Reading Comprehension,high value.Judgment and Decision Making,0.06276595744680849,-0.03414634146341464,0.2,0.9,10,***
value.Reading Comprehension,high value.Systems Analysis,0.049701256149763305,-0.07667041426643752,0.2222222222222222,3.111111111111111,9,***
value.Reading Comprehension,high value.Systems Evaluation,0.03324753604470863,-0.051273198900572754,0.2857142857142857,4.0,7,***
value.Reading Comprehension,high value.Time Management,0.008130081300813016,-0.041613250677578165,0.1111111111111111,2.111111111111111,9,***
value.Reading Comprehension,high value.Management of Financial Resources,0.004444444444444449,-0.00555555555555556,0.1111111111111111,1.1111111111111112,9,***
value.Reading Comprehension,high value.Management of Material Resources,0.0,-0.016794388255324068,0.0,0.7,10,***
value.Reading Comprehension,high value.Management of Personnel Resources,0.06166997692578482,0.0,0.4,1.4,10,***
value.Reading Comprehension,high value.Oral Comprehension,0.04227287116176005,-0.0003164556962025319,0.2,0.6,10,***
value.Reading Comprehension,high value.Written Comprehension,0.06633061919857547,-0.021572871572871577,0.3,1.8,10,***
value.Reading Comprehension,high value.Oral Expression,0.0,-0.044982795052256885,0.0,2.0,10,***
value.Reading Comprehension,high value.Written Expression,0.03060820367751062,-0.12440482287665389,0.2,2.0,10,***
value.Reading Comprehension,high value.Originality,0.045458573665713285,-0.018901326790247683,0.2222222222222222,3.7777777777777777,9,***
value.Reading Comprehension,high value.Problem Sensitivity,0.0,-0.02767702986720995,0.0,3.6666666666666665,9,***
value.Reading Comprehension,high value.Deductive Reasoning,0.006818181818181809,-0.01083449892371357,0.1,2.1,10,***
value.Reading Comprehension,high value.Inductive Reasoning,0.002274866437765967,0.0,0.1,0.8,10,***
value.Reading Comprehension,high value.Information Ordering,0.0,-0.001697312588401699,0.0,0.3,10,***
value.Reading Comprehension,high value.Category Flexibility,0.03250136564889887,-0.05426455709826713,0.3,3.0,10,***
value.Reading Comprehension,high value.Mathematical Reasoning,0.04564668329598783,-0.015300967585237274,0.3,2.4,10,***
value.Reading Comprehension,high value.Number Facility,0.0804810453972627,-0.04954763131826943,0.375,2.125,8,***
value.Reading Comprehension,high value.Memorization,0.0,-0.03068138383442133,0.0,9.777777777777779,9,***
value.Reading Comprehension,high value.Speed of Closure,0.033146853146853145,-0.012195121951219502,0.2222222222222222,2.6666666666666665,9,***
value.Reading Comprehension,high value.Flexibility of Closure,0.03813380370258093,-0.0003516174402250355,0.3333333333333333,1.3333333333333333,9,***
value.Reading Comprehension,high value.Perceptual Speed,0.021212686567164178,-0.014393883892773079,0.2,2.8,10,***
value.Reading Comprehension,high value.Spatial Orientation,0.047494945745117936,0.0,0.4,1.3,10,***
value.Reading Comprehension,high value.Visualization,0.04635303172919799,0.0,0.5555555555555556,1.4444444444444444,9,***
value.Reading Comprehension,high value.Selective Attention,0.0,0.0,0.0,0.0,10,***
value.Reading Comprehension,high value.Time Sharing,0.015131525536687238,-0.027569013624004636,0.1,3.9,10,***
value.Reading Comprehension,high value.Manual Dexterity,0.03276967285587976,-0.009615384615384623,0.25,1.5,8,***
value.Reading Comprehension,high value.Finger Dexterity,0.0,-0.0035036496350364993,0.0,0.4,10,***
value.Reading Comprehension,high value.Multilimb Coordination,0.09352032711077743,-0.035283993115318414,0.25,2.25,8,***
value.Reading Comprehension,high value.Response Orientation,0.06438417074255225,-0.04993347173652225,0.1,1.9,10,***
value.Reading Comprehension,high value.Rate Control,0.03974099554836098,-0.019886363636363633,0.25,2.0,8,***
value.Reading Comprehension,high value.Reaction Time,0.08029141891001193,-0.013223175628757966,0.5,5.6,10,***
value.Reading Comprehension,high value.Wrist-Finger Speed,0.06778523489932886,-0.015909090909090907,0.1,1.0,10,***
value.Reading Comprehension,high value.Speed of Limb Movement,0.0731812270623287,-0.003940886699507392,0.3,2.0,10,***
value.Reading Comprehension,high value.Static Strength,0.0,-0.01079571226788688,0.0,0.5555555555555556,9,***
value.Reading Comprehension,high value.Explosive Strength,0.005461782365243207,0.0,0.1,0.4,10,***
value.Reading Comprehension,high value.Dynamic Strength,0.04965756169110543,-0.03589100890054946,0.5,3.7,10,***
value.Reading Comprehension,high value.Trunk Strength,0.03617739562566683,-0.07453969980319594,0.3,3.0,10,***
value.Reading Comprehension,high value.Stamina,0.06849297573435502,0.0,0.2,0.6,10,***
value.Reading Comprehension,high value.Extent Flexibility,0.07143790849673204,-0.014734521797127451,0.2,3.2,10,***
value.Reading Comprehension,high value.Dynamic Flexibility,0.0,0.0,0.0,0.0,10,***
value.Reading Comprehension,high value.Gross Body Equilibrium,0.0,-0.014109949798370502,0.0,0.9,10,***
value.Reading Comprehension,high value.Near Vision,0.04464147340358105,-0.017752740167633785,0.3,1.8,10,***
value.Reading Comprehension,high value.Far Vision,0.009859154929577474,-0.0192334399891075,0.1,1.2,10,***
value.Reading Comprehension,high value.Night Vision,0.02666666666666668,0.0,0.1,0.6,10,***
value.Reading Comprehension,high value.Peripheral Vision,0.05220873786407768,0.0,0.2,0.6,10,***
value.Reading Comprehension,high value.Glare Sensitivity,0.006818181818181809,0.0,0.1,0.2,10,***
value.Reading Comprehension,high value.Hearing Sensitivity,0.002150537634408604,0.0,0.1,0.2,10,***
value.Reading Comprehension,high value.Auditory Attention,0.003148148148148151,-0.013866666666666663,0.1,0.5,10,***
value.Reading Comprehension,high value.Sound Localization,0.07610030275846605,0.0,0.2,0.4,10,***
value.Reading Comprehension,high value.Speech Recognition,0.0,-0.0689113990822913,0.0,1.2222222222222223,9,***
value.Reading Comprehension,high value.Speech Clarity,0.0,-0.0680997787035181,0.0,4.777777777777778,9,***
value.Reading Comprehension,high value.Clerical,0.0,-0.004798791776283742,0.0,0.8,10,***
value.Reading Comprehension,high value.Economics and Accounting,0.09192627922206816,-0.016006097560975624,0.5,3.125,8,***
value.Reading Comprehension,high value.Sales and Marketing,0.05934049096540476,-0.0525899607250045,0.2857142857142857,5.571428571428571,7,***
value.Reading Comprehension,high value.Customer and Personal Service,0.046663937781416295,-0.14120089942138017,0.14285714285714285,15.857142857142858,7,***
value.Reading Comprehension,high value.Personnel and Human Resources,0.08910007610350076,0.0,0.2,1.0,10,***
value.Reading Comprehension,high value.Production and Processing,0.0,-0.03332025009438045,0.0,1.3,10,***
value.Reading Comprehension,high value.Food Production,0.0,-0.014835948644793168,0.0,0.2,10,***
value.Reading Comprehension,high value.Computers and Electronics,0.08179840077777356,-0.03261861313868613,0.625,3.0,8,***
value.Reading Comprehension,high value.Engineering and Technology,0.0,-0.03228416211842367,0.0,2.625,8,***
value.Reading Comprehension,high value.Design,0.1362981383247723,-0.005511445558011329,0.6666666666666666,7.111111111111111,9,***
value.Reading Comprehension,high value.Building and Construction,0.057690993851223726,0.0,0.2,1.1,10,***
value.Reading Comprehension,high value.Mechanical,0.010024495360451254,0.0,0.2222222222222222,0.4444444444444444,9,***
value.Reading Comprehension,high value.Mathematics Knowledge,0.02160266180284337,-0.11817851418185327,0.2222222222222222,4.666666666666667,9,***
value.Reading Comprehension,high value.Physics,0.1254208379681127,0.0,0.3,0.6,10,***
value.Reading Comprehension,high value.Chemistry,0.036177930507827416,-0.02892893614576118,0.1111111111111111,2.6666666666666665,9,***
value.Reading Comprehension,high value.Biology,0.09380886212752818,0.0,0.2,0.4,10,***
value.Reading Comprehension,high value.Psychology,0.00716957605985038,-0.08698448591719,0.125,2.0,8,***
value.Reading Comprehension,high value.Sociology and Anthropology,0.0076388888888888964,-0.002988047808764943,0.1,1.3,10,***
value.Reading Comprehension,high value.Geography,0.04649384857778115,-0.002800658978583199,0.2,1.6,10,***
value.Reading Comprehension,high value.Medicine and Dentistry,0.02978771147413937,0.0,0.4444444444444444,3.3333333333333335,9,***
value.Reading Comprehension,high value.Therapy and Counseling,0.0019169329073482444,-0.011298677208174724,0.1,1.2,10,***
value.Reading Comprehension,high value.Education and Training,0.0,-0.06346641274211352,0.0,1.8888888888888888,9,***
value.Reading Comprehension,high value.English Language,0.04848313548143962,-0.04654895015615135,0.2,3.1,10,***
value.Reading Comprehension,high value.Foreign Language,0.1072432737005212,-0.14124368448608554,0.2,2.2,10,***
value.Reading Comprehension,high value.Fine Arts,0.0,0.0,0.0,0.0,10,***
value.Reading Comprehension,high value.History and Archeology,0.0,-0.02401971891122576,0.0,1.0,10,***
value.Reading Comprehension,high value.Philosophy and Theology,0.0,-0.004716981132075476,0.0,0.2,10,***
value.Reading Comprehension,high value.Public Safety and Security,0.0,-0.08793556049486179,0.0,6.625,8,***
value.Reading Comprehension,high value.Law and Government,0.04793202741828558,-0.06243386243386243,0.5714285714285714,2.4285714285714284,7,***
value.Reading Comprehension,high value.Telecommunications,0.004268292682926833,-0.020951357117261253,0.1,0.9,10,***
value.Reading Comprehension,high value.Communications and Media,0.01733306816640151,0.0,0.25,3.75,8,***
